Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-18733,Markmouth,Condo,834313,4,2,4854,2018,0,2024-07-23,30297509,0,196.09,0.21,3,352
P-18734,Gonzalesfurt,House,764288,1,1,3347,1981,1,2023-01-02,94d03657,2,10.9,2.9,2,148
P-18735,South Michael,Apartment,948618,1,3,1604,2003,1,2023-09-30,db8ad291,2,55.03,2.63,3,79
P-18736,Morganshire,Condo,543238,4,1,4649,1947,1,2023-03-10,9ea6ad93,3,369.08,4.42,2,376
P-18737,East Willieland,House,443357,2,1,2232,2013,0,2024-02-07,e07228b6,5,10.9,3.25,1,194
P-18738,Richardsfort,House,536511,5,4,1248,1962,1,2022-04-01,f625a591,4,252.4,1.42,5,504
P-18739,South Sandra,Apartment,639756,5,1,4701,2002,1,2023-05-26,2dd6f33d,4,211,1.06,1,479
P-18740,Port Michelle,Apartment,1015651,1,4,4589,2023,1,2023-10-24,306aa6cc,0,110.49,2.63,5,126
P-18741,West Christianborough,Apartment,605578,3,3,2593,2000,0,2024-09-25,39af503d,4,262.29,2.69,1,274
P-18742,Michaelberg,Apartment,201171,3,3,2249,1908,0,2022-01-09,8823d030,3,250.87,3.99,5,188
P-18743,Foleyville,Condo,618756,3,2,2597,1920,0,2022-07-12,f59c2b2c,3,199,2.88,5,380
P-18744,Larsonbury,Condo,119426,1,1,1936,1982,0,2022-10-20,c9702d77,0,359.32,4.79,3,655
P-18745,Brandonberg,Apartment,683135,1,1,4189,1953,1,2022-11-23,318dc2b2,1,323.69,0.6,3,435
P-18746,Jamesbury,House,947524,4,1,1512,1947,1,2023-03-18,e42acca5,0,72.78,3.19,3,429
P-18747,Lake Jesseborough,House,395414,2,1,3248,2015,0,2022-04-16,a810deea,2,138.88,2.99,4,267
P-18748,West Ryanbury,Apartment,492442,4,1,1877,1924,1,2023-12-13,d8216128,0,310.98,3.88,4,238
P-18749,Malloryview,Condo,558934,4,2,4890,1932,1,2022-01-17,29c57c36,0,398.94,0.63,1,413
P-18750,Phillipsmouth,Apartment,460861,2,4,3652,1995,0,2022-07-27,3.33E+13,4,423.51,3.56,1,164
P-18751,North Alexandraborough,Condo,544834,1,2,2662,1959,0,2023-07-27,1ce54a61,0,60.36,4.42,2,309
P-18752,East Debraport,House,521279,1,2,4510,1994,1,2022-11-12,72f35c8e,5,36.85,2.73,3,7
P-18753,Tiffanyfort,Condo,137978,5,2,728,1964,1,2022-03-04,9276036b,0,343.99,2.51,3,72
P-18754,Meganburgh,Apartment,221848,3,4,4348,1926,1,2023-02-26,c54d3352,1,51.9,2.69,2,99
P-18755,Craigfurt,Apartment,725619,3,2,2975,2017,1,2024-06-30,dea088a9,1,23.63,2.91,5,537
P-18756,North Haley,House,819022,2,4,1874,1909,1,2022-07-06,c860c37d,5,495.48,2.33,4,313
P-18757,West Johnton,Apartment,162551,4,3,1193,1932,1,2023-02-14,a41a54d0,3,402.86,1.49,2,116
P-18758,Wilsonview,House,993570,5,1,2106,1987,0,2024-07-18,eee542c6,0,327.2,0.42,3,525
P-18759,New Kevinfurt,House,987326,2,1,3100,2021,0,2022-03-24,cb4d9e0d,5,394.37,3.77,4,663
P-18760,Stanleyburgh,Apartment,745844,2,4,1897,1993,0,2023-09-13,a4f29ab0,1,51.09,3.04,2,711
P-18761,West Benjamin,House,248031,1,4,2824,1974,0,2023-11-09,7edaecd4,2,206.31,1.73,1,708
P-18762,Jeffreyshire,Apartment,248376,3,1,2108,1923,0,2024-09-10,08137ea4,1,71.63,2.53,4,555
P-18763,Leeshire,House,423695,3,3,4676,2019,1,2023-12-14,a81551c1,2,185.41,0.91,2,433
P-18764,Weberside,Condo,877113,5,3,4653,1929,1,2022-01-30,eefb09ea,1,436.17,2.17,5,541
P-18765,Brittanytown,Condo,827000,2,1,3516,2016,1,2024-05-18,a11fcef2,5,159.69,0.98,3,64
P-18766,South Karen,House,512521,4,3,3575,1964,1,2024-09-14,7f4e6d6d,5,319.51,4.09,3,593
P-18767,Port Lauraborough,Apartment,876000,3,2,4175,1984,0,2024-01-01,e2c37fef,5,284.11,3.34,5,500
P-18768,East Davidville,Condo,217000,1,3,996,1901,0,2024-08-04,7a738f41,3,279.78,0.86,2,110
P-18769,Jackieview,House,108330,2,4,1331,1939,0,2023-03-14,09bf6142,5,277.4,2.08,2,433
P-18770,Johnnyborough,House,598753,3,2,3545,1950,0,2022-10-01,4f0a8a52,2,266.15,1.48,5,376
P-18771,Jonathanmouth,Apartment,866324,5,4,4073,1934,1,2024-05-01,c4396d62,5,55.18,0.46,2,453
P-18772,East Troy,Condo,986515,3,4,1845,2015,0,2023-03-24,b79c1f4e,4,368.02,1.27,2,187
P-18773,Ericton,Condo,812507,5,2,2338,1958,1,2023-07-31,b3277162,1,380.91,2.14,5,352
P-18774,West Anastad,Apartment,626678,2,2,1319,1902,0,2023-04-12,ef95165f,4,133.01,4.4,4,277
P-18775,Michellehaven,House,444854,2,2,3196,1987,0,2022-04-16,a3153127,0,407.44,2.13,2,202
P-18776,Port Mariah,Apartment,253098,2,1,3771,2002,1,2023-11-11,5bba2ccb,0,298.37,0.25,4,515
P-18777,Griffithshire,Apartment,1014818,4,4,2748,2002,0,2023-02-20,044aca16,0,32.27,4.09,1,700
P-18778,Ryanhaven,House,392928,3,4,1900,1995,0,2022-11-20,7f2f5a8f,1,481.91,0.41,3,548
P-18779,West Arielfort,Condo,178332,3,1,1730,1977,1,2023-07-08,5f6bd77d,4,166.19,3.76,2,164
P-18780,Burnettside,Condo,355603,4,2,3364,2023,0,2024-10-14,f85c6d69,4,193.3,1.11,2,560
P-18781,West Rebecca,House,554243,5,2,3457,1904,0,2023-06-05,ea15096a,3,353.64,4.32,1,106
P-18782,Charlesberg,Apartment,323477,4,3,3827,2013,0,2024-08-05,7a1a8f25,5,142.53,0.95,5,429
P-18783,North Heather,House,726980,5,1,809,1966,1,2023-03-05,e4fb30a8,1,43.35,3.41,4,387
P-18784,Thomasberg,House,627779,1,1,3292,1981,1,2024-10-25,783fb9ec,3,33.98,3.6,5,232
P-18785,Johnside,Condo,302009,4,2,3541,1917,1,2023-09-24,505cb8d8,0,423.7,4.89,1,96
P-18786,Adamschester,House,348351,2,4,4294,1965,0,2022-06-11,e69db47c,3,39.19,0.95,3,523
P-18787,Lake Anthonybury,House,733361,2,3,985,1945,0,2022-06-21,bd447b7e,5,199.16,4.96,3,88
P-18788,Lake Todd,Condo,404532,1,4,2094,1977,1,2023-03-02,4c147f56,4,316.56,0.63,5,621
P-18789,Bryantshire,Condo,934979,3,1,1593,1958,1,2022-07-29,7cf8cc02,5,325.57,1.72,4,529
P-18790,South Kathryn,House,192047,2,3,507,1992,1,2023-02-12,29334f77,2,328.09,3.05,3,646
P-18791,Jonesstad,Condo,674319,2,1,861,1968,0,2023-12-24,d6caf763,3,185.69,3.07,4,33
P-18792,Tannerhaven,Condo,285523,2,3,2297,1956,0,2023-07-30,4fc63216,4,480.71,2.26,4,334
P-18793,Coreymouth,House,279898,4,1,3333,2021,1,2023-05-08,74cdf98f,4,200.98,0.37,1,402
P-18794,Sheriberg,House,445440,5,2,3415,2012,0,2022-01-10,17422061,2,30.57,3.3,2,277
P-18795,West Garyton,Condo,233445,1,1,1637,1924,0,2022-10-31,a512b2ef,5,96.54,1.02,1,717
P-18796,West Ericaburgh,Condo,978583,2,2,542,1928,0,2022-08-30,e967e642,5,238.86,3.33,1,272
P-18797,New Seanmouth,Condo,194446,4,3,4265,1940,1,2023-03-02,471fbfcf,0,245.26,4.14,5,689
P-18798,South Jennaburgh,Condo,572422,4,3,3613,1975,1,2022-02-04,3f9d7534,3,219.72,3.21,2,297
P-18799,Woodtown,Apartment,860667,2,4,2769,2017,0,2022-05-24,5062ee92,0,157.44,0.75,2,460
P-18800,North Timothy,Apartment,941842,3,2,3049,1980,1,2023-11-01,5423e61c,5,371.69,4.89,2,347
P-18801,North Chelsea,Condo,681942,3,3,4151,1978,1,2022-01-29,76902ac8,0,246.58,4.78,3,454
P-18802,Davidfurt,Condo,456278,2,1,2978,1975,1,2024-05-16,897a2fb1,3,463.73,1.05,1,460
P-18803,South Bettyport,Condo,1017375,2,1,4409,1957,0,2023-05-22,f50961fc,1,409.05,2.7,1,495
P-18804,South Christopherbury,Condo,796464,4,2,2803,1934,1,2022-07-09,60a05df0,4,36.82,3.97,4,195
P-18805,Samanthamouth,Condo,544234,4,1,1645,1985,1,2024-09-10,d34a6442,5,375.88,0.47,5,313
P-18806,East Tannerfort,House,766756,4,3,2456,1979,0,2023-09-22,fc093767,2,188.87,1.41,2,310
P-18807,Port Allisonfurt,Condo,994933,3,4,2209,1908,1,2022-05-03,031db444,3,483.32,1.67,1,359
P-18808,Lake Gregory,Condo,582183,2,1,1032,1974,1,2024-05-02,2947a437,5,252.88,4.76,2,204
P-18809,New James,Condo,949550,2,2,3538,1906,0,2022-11-05,10a72a8b,2,77.46,3.82,5,388
P-18810,South Shanehaven,House,332326,5,3,1984,2012,1,2024-06-29,0dab0532,0,420.73,0.97,3,361
P-18811,Port Tim,House,763202,4,2,2833,1957,0,2022-01-25,967683b7,1,284.7,0.45,2,34
P-18812,Lake Wyattborough,Condo,285694,1,2,827,1948,1,2024-11-02,fe8fab7c,0,115.03,1.68,4,317
P-18813,West Larry,House,149201,2,2,1873,1925,0,2024-07-07,12ca966e,3,408.76,1.06,2,204
P-18814,Williamshire,Apartment,764502,2,2,1018,2005,0,2023-10-21,6df6b0ed,2,159.44,4.95,1,267
P-18815,Johnstad,House,201123,5,1,2589,2010,1,2024-01-08,78c9f1e7,4,266.33,3.2,3,465
P-18816,Diazport,Condo,733743,2,4,3668,2007,1,2024-09-20,bc71e28e,3,234.1,4.2,3,332
P-18817,Williamhaven,House,836422,3,4,3553,1953,1,2022-05-14,ba8085d5,1,491.46,2.45,3,376
P-18818,North Emilyburgh,Condo,936581,1,1,3267,1989,1,2023-11-18,d6ed2af1,0,413.18,2.13,5,319
P-18819,Lake Sarah,House,347341,4,3,2029,2013,1,2024-07-13,af53db82,5,295.7,1.33,5,252
P-18820,Karenchester,House,673905,2,2,3969,1994,0,2021-11-24,d43ac799,2,162.35,0.24,2,67
P-18821,West Caitlinmouth,Apartment,449251,4,4,2598,1951,1,2023-11-14,34bcbbd5,3,18.47,3.65,3,530
P-18822,East Johnland,Apartment,1057003,1,1,3714,2018,0,2022-11-18,2a42f9a2,3,111.36,1.48,2,187
P-18823,Williamsmouth,Apartment,789708,2,1,1968,1947,0,2022-10-11,28147d4a,5,16.77,2.84,3,579
P-18824,East Melissa,House,651167,5,1,3259,1954,1,2023-10-25,d2eb1aea,5,209.1,0.84,4,378
P-18825,Bernardfort,Apartment,189139,4,2,4532,1967,0,2022-06-23,a5fa92b1,1,40.52,3.99,3,101
P-18826,Lake Christophertown,Apartment,579028,3,2,1350,1947,0,2022-11-26,22d66220,1,0.26,1.96,2,339
P-18827,Kingbury,Apartment,232290,5,3,4102,1906,0,2022-09-28,4d31cb6a,1,431.71,1.01,1,31
P-18828,Tamaraton,Condo,617552,2,2,1281,1984,1,2022-03-28,04134b74,4,494.33,3.62,5,21
P-18829,Jacobberg,House,773521,1,1,1594,1900,1,2022-05-07,e0cff0dd,1,250.23,4.28,3,551
P-18830,Carpenterberg,Apartment,198384,3,3,3815,1923,0,2024-02-25,da644080,1,422.81,3.59,4,452
P-18831,New Paulaview,Condo,420619,5,4,4101,1912,0,2023-02-09,ddc7e213,5,4.76,1.62,4,0
P-18832,North Marvinville,Apartment,229952,3,4,2959,1959,0,2024-08-27,f4c41671,0,429.47,1.48,4,336
P-18833,Byrdberg,House,159536,1,3,3795,1987,0,2022-04-18,e173017a,5,210.24,1.91,1,145
P-18834,Duncanview,Apartment,165147,2,2,2915,1905,0,2023-07-11,dbd94c2e,5,345.16,3.77,5,150
P-18835,Lake Bryanborough,Apartment,697652,1,3,4098,2006,1,2023-05-17,a85c2692,0,100.47,2.89,5,377
P-18836,Port Christianchester,House,136713,1,2,2095,1947,0,2024-05-30,6cced919,0,187.66,0.56,1,331
P-18837,East Jeffreyside,Apartment,93395,1,2,1598,1997,0,2021-12-27,4b35e9c5,3,449.34,3.46,3,712
P-18838,Normanmouth,House,372484,3,2,2094,1900,1,2022-07-15,bd26e6fc,1,65.67,0.45,3,664
P-18839,Port Haroldport,House,438811,5,3,4608,1927,0,2023-07-22,7ff56360,2,222.03,4.64,3,374
P-18840,Port John,House,321703,1,4,1045,2002,0,2022-09-12,931e176a,0,435.82,0.77,4,660
P-18841,Johnsonview,House,689638,5,2,3560,1967,1,2022-04-06,f0311350,3,137.53,4.25,1,369
P-18842,Port Tommy,Condo,176534,2,1,714,1900,1,2023-06-06,c70d3db1,2,362.1,4.87,3,513
P-18843,Carrollchester,Apartment,576433,1,3,1193,2005,0,2022-02-14,8bb20d02,5,362.29,1.51,5,529
P-18844,Johnsmouth,Apartment,852601,5,3,3094,1944,0,2024-07-08,aa67fc4f,5,381.02,4.15,2,593
P-18845,Lucasberg,Apartment,363194,5,1,1734,1903,1,2024-10-27,07ed695c,0,99.64,3.8,2,430
P-18846,Veronicatown,Apartment,185481,1,4,4596,2022,0,2024-07-11,0f6eb862,5,435.65,2,3,85
P-18847,North Ashley,House,792367,5,3,4423,1986,1,2023-06-17,ed3424d9,5,52.61,4.06,2,154
P-18848,East Marybury,Apartment,404659,4,2,2629,1997,1,2023-11-27,f45b38d1,1,311.94,3.29,1,603
P-18849,Lake Emily,Apartment,523377,2,2,4476,2000,0,2022-04-30,94a368ed,4,480.09,3.26,5,467
P-18850,Jacobfort,House,465507,3,1,2072,2005,1,2022-12-29,c49f904e,3,294.63,0.6,3,511
P-18851,Port Melissa,Condo,383803,2,4,793,1990,0,2023-05-27,4692ca99,5,278.7,4.24,3,167
P-18852,West Lauren,Apartment,556569,5,2,1472,1919,0,2024-10-20,e0c17369,4,272.92,0.53,3,386
P-18853,Christineland,House,537445,5,2,4081,1950,1,2022-05-26,59252776,4,163.52,2.26,5,447
P-18854,Lake Michaelland,House,930636,4,1,1106,2018,1,2023-11-06,f1e62c82,0,461.24,3.39,2,193
P-18855,Smithland,House,838052,4,1,3462,1904,0,2023-08-04,1a8bb8ca,3,415.4,0.63,2,337
P-18856,West Nancy,Apartment,923192,5,1,4759,1949,1,2024-02-20,08e65899,2,84.61,1.86,1,462
P-18857,Whiteview,Condo,262921,3,2,2056,2014,0,2022-10-15,f4fd70d6,2,476.41,1.68,4,207
P-18858,South Peter,Condo,172415,1,1,3838,1988,0,2024-05-30,01dda757,1,178.42,2.49,3,626
P-18859,Derekhaven,House,102072,1,3,3737,1966,1,2023-08-06,e7b3e64c,5,161.02,4.64,1,527
P-18860,Rodriguezborough,Condo,164418,4,4,4172,1978,1,2022-03-23,4573ae04,4,91.16,4.1,2,95
P-18861,New Kurt,House,187546,4,2,3931,1991,0,2024-07-19,28e4135b,5,353.88,0.3,2,229
P-18862,Lihaven,Apartment,543177,1,1,4299,1937,1,2023-07-12,43cdaec0,1,232.56,3.21,2,709
P-18863,Andreabury,Condo,505685,4,1,721,1955,1,2024-03-27,aa167533,1,135.12,2.03,5,536
P-18864,Jamesberg,Condo,1024797,3,1,2406,1943,0,2022-10-04,1a3f0d1f,1,2.87,1.31,1,443
P-18865,West Lisa,Apartment,327981,2,2,1719,1933,0,2024-11-15,f65b5cd8,4,59.69,2.53,5,377
P-18866,Adamburgh,Condo,805772,5,2,4564,1939,1,2022-03-11,8d5b403d,2,209.28,2.27,3,608
P-18867,Lake Lisafurt,House,123835,5,3,2301,2005,1,2022-11-07,9dff88ff,2,219.94,4.82,3,500
P-18868,Ericburgh,House,588817,5,3,628,1911,1,2022-07-30,1e340d1d,0,457.08,1.39,5,111
P-18869,Williamsmouth,Condo,458978,5,4,3015,1997,1,2023-07-01,451f83dc,5,496.47,3.18,2,0
P-18870,Johnville,House,992190,4,3,2321,1993,0,2022-05-19,6447a7dc,4,390.85,2.44,3,498
P-18871,Lake Brianview,House,103164,3,2,3864,1903,0,2024-03-02,a8114f41,1,449.24,0.11,2,282
P-18872,North Jasmine,Apartment,452897,2,2,4117,1988,1,2024-01-13,9f4e8e06,0,2.78,1.54,4,550
P-18873,Edwardtown,Condo,347959,1,1,3847,1963,0,2023-04-16,05bbf99b,4,24.43,4.17,5,192
P-18874,Lake Daletown,Condo,635450,1,3,1779,1906,0,2024-03-28,a54e0adb,1,220.41,3.41,4,428
P-18875,North Miranda,Apartment,338320,1,1,3371,1985,1,2024-07-14,fc0bf7d4,1,295.63,0.71,4,144
P-18876,Donnachester,Condo,924441,3,2,2617,1923,0,2024-06-06,93b73f25,0,251,2.35,3,153
P-18877,Youngburgh,Condo,448227,1,2,3856,1955,1,2024-04-02,3780df35,2,478.72,4.43,5,86
P-18878,South Bryanland,House,607317,1,4,1678,1935,1,2024-10-08,5.02E+09,3,270.62,4.07,3,218
P-18879,Lake Danielshire,House,819358,1,2,2607,1999,1,2022-02-07,6893a96b,2,431.54,0.19,3,433
P-18880,Debraberg,House,388152,2,4,2610,1923,1,2023-10-08,3759bede,2,112.68,2.07,1,548
P-18881,Morrismouth,Apartment,316192,1,3,3650,1933,1,2024-04-11,eb7a6100,1,155.63,4.54,2,98
P-18882,South Kayla,Apartment,547637,4,4,1076,1947,1,2024-08-08,c30299eb,5,409.45,2.87,4,424
P-18883,New Jessicastad,Condo,547018,1,1,3334,2003,1,2022-01-21,643885b5,0,470.43,4.74,5,268
P-18884,Port Jamesbury,House,749311,1,1,1875,1994,1,2022-02-15,62baaea3,2,313.37,4.6,1,681
P-18885,Amandaville,Condo,717625,2,4,4625,1947,0,2024-10-06,2d6d2e20,2,222.9,3.39,2,232
P-18886,Benjaminville,House,984435,1,1,1450,1964,0,2022-07-05,a538cdff,5,245.86,3.86,1,228
P-18887,Larsonburgh,House,244368,5,4,2781,1978,1,2023-07-02,a54ff706,1,448.7,4.48,2,173
P-18888,Adamsstad,Apartment,200013,1,1,1874,2023,0,2024-09-22,9f8357ea,3,76.76,1.97,4,300
P-18889,Aarontown,Apartment,848393,4,3,3256,1908,0,2023-09-13,8cb94fc6,5,447.2,3.24,2,642
P-18890,East Tannerbury,Condo,737511,3,4,4719,1942,1,2023-08-31,6bde1e86,0,307.78,4.86,5,543
P-18891,Lake Christopher,House,757641,3,4,3158,1912,1,2023-09-20,832a6a09,1,214.24,0.37,4,649
P-18892,Lake Crystalport,Condo,386512,5,2,4039,1994,1,2022-01-19,6282f3c1,3,401.11,1.05,4,635
P-18893,Jasonton,Apartment,358606,4,3,3234,1927,1,2022-04-27,4bb49630,3,268.04,0.8,3,93
P-18894,Leemouth,Apartment,80272,1,1,1340,2006,1,2023-05-18,48bf2c24,1,232.99,0.1,5,121
P-18895,Flemingland,House,492807,2,4,1539,1953,1,2022-09-21,317089c9,0,452.17,3.15,5,4
P-18896,Wilsonton,Condo,905436,3,1,2875,1942,1,2022-05-30,6d19d9fa,3,27.55,1.98,3,557
P-18897,Burgessview,Apartment,874289,5,2,2293,1931,1,2022-05-27,5077bec6,1,121.43,4.45,3,266
P-18898,Russellmouth,House,859890,2,1,1497,1959,1,2022-08-01,f4490438,0,235.21,4.59,2,373
P-18899,North Christopherchester,Apartment,880046,1,2,3426,1977,0,2024-08-02,ea75aca5,1,115,0.97,2,123
P-18900,Robertstad,Condo,194120,3,4,3724,1980,0,2021-11-29,55fe8067,1,281.85,4.23,4,221
P-18901,Barkershire,Apartment,592130,1,1,3575,1947,1,2022-06-04,f96f024a,0,239.53,1.77,2,76
P-18902,Mooreton,Apartment,548691,2,2,3630,1993,1,2023-11-23,a92b1a66,2,283,1.37,1,707
P-18903,North Teresahaven,Condo,356940,1,3,3143,1944,1,2023-09-24,9eae545f,5,221.28,3.63,2,647
P-18904,Kimberlyberg,Apartment,840104,4,2,1371,1929,1,2023-04-05,d45cedb0,2,330.28,4.57,3,339
P-18905,Lake Marystad,Apartment,588896,4,3,4727,1935,1,2022-01-08,05c3562f,2,216.65,1.42,2,307
P-18906,Deborahbury,House,239314,1,4,765,1968,0,2022-08-05,f45888a9,1,448.96,4.44,1,535
P-18907,New Michaelshire,Condo,786099,1,2,1348,1978,1,2024-03-11,3c272c94,1,436,3.75,2,608
P-18908,Tylermouth,Condo,722890,1,4,1743,1988,1,2022-06-18,cc77b99a,1,171.84,1.63,2,201
P-18909,Arnoldtown,House,973087,3,2,4761,1993,0,2024-11-14,e0307e13,1,187.08,2.07,5,378
P-18910,Paulaland,Condo,911083,3,3,1342,2012,0,2021-11-19,9dff95ae,5,293.71,0.41,1,584
P-18911,East Peggy,Condo,709907,4,4,1947,1919,1,2022-12-21,1a0d8465,1,14.66,2.97,5,66
P-18912,Hawkinsmouth,Apartment,1023458,3,4,601,1988,1,2024-06-08,2d58f2dc,2,124.99,1.19,1,306
P-18913,Turnerfurt,Apartment,1014363,2,1,2744,2001,0,2022-12-23,0aed76f9,3,252.26,1.51,5,37
P-18914,Thompsonhaven,Apartment,715282,5,2,1450,1911,1,2023-05-29,a0b87771,1,119.51,0.18,5,449
P-18915,Huntertown,House,1000947,2,1,4993,1973,1,2022-01-13,938bf59e,3,466.13,1.69,5,479
P-18916,Jenniferland,House,620708,1,4,4711,1934,0,2023-12-29,1775dc8b,0,221.87,3.02,5,29
P-18917,South Raymondburgh,House,372894,2,1,651,1998,1,2024-08-18,e733b8c0,2,264.12,0.95,4,508
P-18918,Bryanstad,House,1027149,2,1,1479,1902,1,2024-06-25,30e1a4dd,4,376.89,1.73,2,515
P-18919,Robertmouth,House,229991,4,1,792,1920,1,2023-12-22,5fb45668,0,315.47,0.1,5,300
P-18920,South Julia,Condo,891574,4,2,1909,1985,1,2022-05-15,af337205,5,65.72,3.93,2,442
P-18921,Watkinsmouth,Apartment,454269,1,3,4475,1938,0,2022-01-27,f9d4a12a,5,335.6,4.61,1,412
P-18922,New Melissafurt,Apartment,292154,2,2,501,1933,0,2023-08-04,96392fd2,5,151.17,1.08,3,220
P-18923,Flowerston,Condo,934943,4,2,2063,1978,1,2024-10-10,e39ba783,1,402.44,1.63,4,333
P-18924,Diamondburgh,Apartment,995653,4,4,3318,1945,1,2023-01-25,b0ab7241,0,155.93,0.13,1,393
P-18925,East Evelyn,House,785761,4,3,4602,2023,0,2022-11-22,d79c1206,0,196.91,4.17,3,14
P-18926,Annettebury,Apartment,723748,1,1,2281,1913,1,2022-02-02,f5c6e5cf,1,268.87,3.79,2,177
P-18927,Franklinberg,Condo,936707,2,4,3676,1936,0,2023-11-02,6ff59d45,3,124.87,2.51,4,331
P-18928,East Johntown,Condo,519298,3,2,2601,1948,0,2023-07-25,4529e684,3,305.65,4.6,1,511
P-18929,East Josephside,Apartment,643222,4,2,2528,1928,1,2023-11-04,2a5bdcef,3,162.93,2.16,3,169
P-18930,Michaelhaven,Condo,275011,2,4,4152,2021,1,2023-06-28,05f965bc,1,380.39,4.56,2,116
P-18931,South Sheritown,Apartment,169363,2,1,3798,1993,1,2022-05-27,4d0c8c80,2,185.03,0.68,1,234
P-18932,East Tracybury,Condo,216331,3,3,875,1928,0,2022-10-28,4d649ff7,1,467.33,2.41,2,545
P-18933,Lake Charlotteshire,House,643712,2,3,4430,1975,1,2023-01-09,9f775898,0,449.47,4.36,2,549
P-18934,Lake Carrieshire,Condo,197392,5,1,2718,1949,1,2023-05-06,c70fd2f4,0,363.35,3.52,1,12
P-18935,Woodsfurt,House,859167,3,3,4792,1934,1,2024-03-16,db0d92c9,5,174.84,3.94,3,76
P-18936,Mcbrideville,House,423159,3,3,2464,1919,0,2022-10-31,16470e8d,1,173.1,3.51,3,220
P-18937,Mayerberg,Condo,329799,3,1,2950,1931,0,2023-03-12,48740204,5,402.03,4.36,2,176
P-18938,Jennifermouth,House,923188,4,3,1276,1966,1,2022-09-02,6a1800d2,5,114.06,4.1,4,646
P-18939,South Barbarabury,House,425630,1,3,1153,1946,1,2023-02-20,4426200c,1,348.25,0.78,4,631
P-18940,Bettyborough,Condo,174514,1,2,4519,1960,0,2024-08-29,758d2081,2,217.85,4.75,3,498
P-18941,Bethanyview,House,758896,5,3,2643,1920,1,2024-01-11,31c550e3,0,444.25,3.72,4,477
P-18942,Klinetown,Condo,487692,2,1,2412,1961,1,2021-12-12,e299fca1,5,459.51,0.83,4,334
P-18943,New Thomasbury,Apartment,647425,3,1,2089,1929,0,2023-06-09,cb32dbea,4,316.14,2.51,4,362
P-18944,North Kevinton,Apartment,631654,4,1,1546,1965,1,2022-10-28,5f1dc9b5,1,171.24,3.29,1,115
P-18945,North Janiceview,Condo,175308,2,1,3522,1915,1,2024-02-23,dab303cf,4,245.01,4.04,1,469
P-18946,Port Jacob,House,123783,3,4,806,1936,1,2023-07-01,1c1e9d5a,0,283.59,3.73,3,604
P-18947,Port James,House,900623,2,3,4466,1904,1,2022-05-19,845ac5c7,3,286.15,4.81,1,511
P-18948,New Nathan,Apartment,537995,3,4,512,2001,1,2023-05-17,42eb15e2,3,315.13,4.88,1,440
P-18949,West Natasha,Condo,289923,1,3,4651,1962,1,2023-06-06,aa652cd0,4,497.33,0.1,3,219
P-18950,Lake Phillip,Apartment,310952,1,2,3480,1981,1,2021-11-22,abcffca1,4,232.7,0.19,1,38
P-18951,Lake Shannon,Apartment,617873,4,3,3411,2009,1,2023-08-03,bf1cf5af,1,389.38,1.03,1,105
P-18952,Port Nathanville,Apartment,385116,3,3,1271,1924,0,2024-08-14,2a45153b,0,464.06,2.16,4,548
P-18953,Debbieville,Apartment,994773,4,1,1235,1998,0,2024-03-29,e0e1b003,4,272.96,2.44,1,530
P-18954,Lake Loretta,Condo,880103,1,3,4364,1928,1,2022-05-12,89271fc5,4,484.99,2.81,5,7
P-18955,Port Robert,Apartment,493406,4,1,4320,1938,0,2023-11-03,638d68dc,5,234.2,2.75,5,339
P-18956,Tinaburgh,Condo,642976,5,1,2346,1997,1,2024-07-05,05395d8c,1,473.63,4.05,5,644
P-18957,North Christopherside,Apartment,395375,2,1,2030,1942,0,2023-07-11,39fb991d,2,422.81,4.22,3,100
P-18958,South Maryland,Apartment,194245,2,4,1213,1982,0,2023-05-17,835b6b0e,0,324.09,4.51,2,294
P-18959,New Dannyfort,Condo,430011,4,3,1922,2010,0,2023-09-28,27ae7ac6,0,260.84,2.36,3,120
P-18960,North Erika,House,482673,1,2,1168,1955,0,2021-11-22,df8512fa,4,381.92,3.85,1,273
P-18961,New Megan,House,657828,4,2,2462,1967,0,2023-03-29,04a872ef,4,183.55,4.09,2,407
P-18962,Donaldview,Condo,533645,5,4,4288,1914,1,2023-04-18,72086b7c,2,119.98,3.12,3,465
P-18963,Port Kimbury,Condo,932608,3,1,4843,1930,1,2022-07-14,6e66e940,1,141.19,3.75,1,487
P-18964,Markhaven,Apartment,556482,5,2,1241,1902,1,2024-03-09,d9f7ac85,3,304.02,1.93,5,659
P-18965,West Christopher,Apartment,667379,3,2,842,1922,0,2021-12-26,8a094182,0,280.26,2.81,2,634
P-18966,Berryland,Apartment,953716,2,2,2505,1991,1,2023-06-17,95236d05,1,93.42,3.68,4,623
P-18967,Sanfordton,Condo,545771,2,4,2318,1916,0,2022-01-06,9487c3be,1,175.64,4.11,5,452
P-18968,North Stephanieville,Condo,511548,3,3,711,1963,0,2024-03-16,dcb5013a,3,177.72,0.4,5,417
P-18969,Lake Jenniferstad,Apartment,358719,3,1,1455,1968,0,2023-03-02,772a0d58,3,113.61,4.14,1,421
P-18970,East Timothyborough,House,299647,3,3,1113,1994,1,2022-12-28,60ff7bff,1,415.15,3.76,4,573
P-18971,Coxville,Condo,265591,3,3,658,1934,0,2022-12-11,9d61b9b4,4,139.59,0.95,1,308
